neut	np	cp	prot	
0	0	0	0	1966	9	25	1	84	4	7	1	12	0	0	0	14	0	2	0	0	0	0	0	0	0	0	0	20	12	5	1	2	3	0	0	1	0	0	0	
0	1	0	0	10	53	3	5	0	14	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	21	0	1	0	4	0	0	0	0	0	0	
0	0	1	0	36	8	700	23	38	6	102	11	0	2	6	2	3	0	13	2	1	0	2	2	0	0	0	0	6	4	18	6	1	2	2	2	0	1	1	1	
0	1	1	0	0	8	3	44	0	8	2	13	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	3	0	0	0	0	
0	0	0	1	206	5	19	1	4457	38	68	4	90	2	1	0	1	0	0	0	17	0	4	0	1	0	0	0	9	5	1	0	31	18	3	1	4	2	0	0	
0	1	0	1	1	28	2	6	21	497	15	35	3	14	0	0	0	2	0	0	1	2	0	1	0	0	0	0	0	6	1	0	1	75	1	2	0	6	0	0	
0	0	1	1	7	0	52	4	90	18	1212	68	33	5	57	6	0	0	4	0	5	2	30	8	1	1	3	0	0	1	7	2	3	7	12	5	3	3	3	0	
0	1	1	1	0	1	1	5	0	46	15	106	1	7	0	10	0	0	0	0	0	2	2	3	0	0	0	0	0	0	0	0	0	7	1	2	0	0	0	0	
0	0	0	2	14	0	0	0	157	3	33	2	1659	34	107	8	0	0	0	0	3	0	3	0	11	1	4	0	2	1	0	0	2	1	2	1	47	17	4	2	
0	1	0	2	0	2	1	0	8	46	5	20	25	324	3	34	0	0	0	0	0	1	0	0	0	2	1	1	0	3	0	0	0	15	0	0	4	48	0	0	
0	0	1	2	1	0	3	0	4	1	91	4	131	32	429	38	0	0	0	0	0	0	3	0	3	0	8	2	0	0	1	0	1	0	4	0	3	11	7	5	
0	1	1	2	0	0	0	1	0	3	3	13	1	26	7	82	0	0	0	0	0	0	1	0	1	0	1	5	0	0	0	0	0	0	0	0	1	6	0	6	
1	0	0	0	31	0	2	0	1	0	0	0	1	0	0	0	2304	2	39	0	96	1	5	1	17	0	0	0	38	2	46	0	4	1	4	0	1	0	1	0	
1	1	0	0	2	1	8	3	0	0	0	1	0	0	0	0	4	37	3	6	1	8	0	4	0	0	0	0	1	15	0	1	0	2	0	1	0	0	0	0	
1	0	1	0	1	0	20	1	1	0	8	1	0	0	0	0	26	1	493	12	15	5	81	2	3	0	5	0	2	0	58	2	1	1	21	1	0	0	1	0	
1	1	1	0	0	1	3	2	0	1	1	1	0	0	0	0	0	2	4	10	0	2	0	6	0	0	0	0	0	0	1	4	0	1	0	1	0	0	1	0	
1	0	0	1	3	0	2	0	68	1	13	0	5	1	1	0	328	3	25	0	5517	6	141	0	123	1	7	0	6	3	6	1	55	3	56	1	7	0	3	0	
1	1	0	1	2	3	4	0	6	50	18	20	0	3	0	1	2	11	2	3	19	315	13	43	1	16	2	1	0	4	0	1	2	32	5	15	0	9	0	0	
1	0	1	1	0	0	4	0	7	0	68	1	2	1	3	0	2	0	59	0	70	5	1092	24	19	1	59	2	1	0	7	0	5	1	86	5	1	1	14	1	
1	1	1	1	0	0	0	1	0	2	10	14	1	1	0	2	0	1	0	3	0	12	5	40	0	0	1	3	0	0	0	2	0	2	2	4	0	0	0	0	
1	0	0	2	0	0	0	0	1	0	1	0	39	0	10	0	22	0	1	0	163	0	43	1	1915	2	150	1	2	0	0	0	6	0	8	0	116	2	45	1	
1	1	0	2	0	0	0	0	2	2	2	3	9	13	7	9	0	0	0	0	2	18	10	9	14	161	14	36	0	1	0	0	0	1	0	0	3	26	0	6	
1	0	1	2	0	0	0	0	0	0	4	1	2	0	20	5	2	0	1	0	7	1	82	1	81	3	436	16	0	0	0	0	0	0	10	0	15	2	37	1	
1	1	1	2	0	0	0	0	0	0	0	2	1	1	4	8	0	0	0	0	0	2	1	5	0	8	8	18	0	0	0	0	0	0	0	1	0	0	0	0	
2	0	0	0	16	1	3	0	4	0	1	1	0	0	0	0	5	0	1	1	1	1	0	0	1	0	0	0	4505	37	18	1	175	5	5	0	39	0	1	0	
2	1	0	0	94	44	6	3	7	5	0	1	4	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	104	2080	6	15	6	119	0	0	1	21	0	0	
2	0	1	0	29	2	29	0	4	0	7	2	0	0	1	0	132	1	71	1	16	0	9	0	0	0	0	0	113	26	680	13	68	3	97	0	15	3	11	0	
2	1	1	0	3	8	18	11	1	1	4	0	0	0	0	0	0	6	7	1	0	0	0	0	0	0	0	0	2	26	19	24	1	13	1	13	0	4	0	0	
2	0	0	1	6	0	4	0	20	1	1	2	3	1	0	0	28	1	1	0	6	0	4	0	2	0	2	0	473	13	51	1	4778	47	83	0	340	3	4	0	
2	1	0	1	9	8	6	0	80	87	16	8	2	4	0	0	2	3	0	0	3	4	1	0	1	0	0	0	3	183	2	8	88	1979	13	30	2	79	0	0	
2	0	1	1	3	0	13	0	38	7	81	5	4	0	6	1	25	0	30	0	204	4	118	5	11	0	5	0	24	1	91	3	207	47	1002	12	142	8	105	1	
2	1	1	1	0	0	2	3	7	18	22	23	3	3	1	4	0	0	1	3	1	14	6	9	0	2	0	2	0	0	4	7	4	35	17	37	0	13	2	3	
2	0	0	2	0	0	0	0	9	0	2	0	29	0	4	1	1	0	0	0	4	0	3	0	46	0	3	0	83	0	3	0	312	5	80	0	3937	11	80	2	
2	1	0	2	0	0	0	0	11	20	5	6	86	66	13	11	0	0	0	0	0	3	2	1	2	8	1	1	0	15	0	0	1	135	7	9	54	745	4	10	
2	0	1	2	0	0	0	0	1	0	12	0	22	3	26	3	3	0	3	0	10	0	30	1	97	2	72	2	2	0	4	0	5	0	74	1	271	7	340	5	
2	1	1	2	0	0	2	0	0	5	7	4	8	13	8	18	0	0	0	0	0	2	3	2	2	5	0	5	0	0	1	1	0	3	2	7	2	29	9	27	
